"timestamp","deviceId","temp","humid","co2"
1607290792,"15",21.93,31.3,611
1607290782,"15",21.89,31.07,614
1607290771,"15",21.91,31.17,617
1607290761,"15",21.89,31.12,618
1607290750,"15",21.92,31.05,619
1607290740,"15",21.99,30.98,617
1607290729,"15",21.99,30.98,616
1607290719,"15",21.96,30.97,618
1607290708,"15",22.02,30.91,618
1607290698,"15",22.04,30.8,618
1607290687,"15",22.07,30.81,616
1607290677,"15",22.06,30.84,620
1607290666,"15",22.02,30.89,620
1607290656,"15",22.06,30.68,621
1607290646,"15",22.1,30.57,617
1607290635,"15",22.17,30.57,616
1607290625,"15",22.2,30.53,613
1607290614,"15",22.2,30.54,613
1607290604,"15",22.28,30.57,610
1607290593,"15",22.2,30.71,612
1607290583,"15",22.12,30.64,613
1607290572,"15",22.12,30.54,611
1607290562,"15",22.14,30.6,609
1607290551,"15",22.06,30.87,613
1607290541,"15",21.95,30.87,618
1607290530,"15",21.91,30.82,621
1607290520,"15",21.97,30.62,619
1607290510,"15",22.09,30.49,615
1607290499,"15",22.13,30.52,612
1607290489,"15",22.07,30.75,613
1607290478,"15",22.02,30.8,615
1607290468,"15",21.89,31.08,619
1607290457,"15",21.85,30.96,620
1607290447,"15",21.91,30.98,620
1607290436,"15",21.85,31.1,624
1607290426,"15",21.8,31.2,626
1607290415,"15",21.75,31.3,628
1607290405,"15",21.76,31.21,632
1607290395,"15",21.77,31.15,633
1607290384,"15",21.82,31.18,638
1607290374,"15",21.79,31.21,643
1607290363,"15",21.8,31.29,644
1607290353,"15",21.8,31.29,643
1607290342,"15",21.86,31.14,641
1607290332,"15",21.92,31.01,638
1607290321,"15",21.96,31.09,639
1607290311,"15",21.91,31.31,643
1607290300,"15",21.85,31.49,645
1607290290,"15",21.72,31.43,647
1607290279,"15",21.73,31.33,654
1607290269,"15",21.75,31.43,652
1607290259,"15",21.75,31.5,638
1607290248,"15",21.73,31.6,627
1607290238,"15",21.72,31.56,589
1607290227,"15",21.76,31.27,584
1607290217,"15",21.76,30.95,583
1607290206,"15",21.8,30.88,579
1607290196,"15",21.8,30.82,579
1607290185,"15",21.92,30.75,577
1607290175,"15",21.83,30.91,577
1607290164,"15",21.75,30.98,576
1607290154,"15",21.7,31.11,576
1607290143,"15",21.57,31.16,577
1607290133,"15",21.65,31.18,576
1607290123,"15",21.61,31.33,576
1607290112,"15",21.59,31.32,578
1607290102,"15",21.59,31.25,578
1607290091,"15",21.59,31.18,578
1607290081,"15",21.61,31.16,576
1607290070,"15",21.58,31.19,578
1607290060,"15",21.58,31.11,577
1607290049,"15",21.58,31.06,575
1607290039,"15",21.61,31.03,573
1607290028,"15",21.64,31,571
1607290018,"15",21.59,31.16,571
1607290008,"15",21.59,31.24,572
1607289997,"15",21.65,31.17,572
1607289987,"15",21.61,31.24,573
1607289976,"15",21.62,31.3,573
1607289966,"15",21.62,31.19,573
1607289955,"15",21.64,31.2,572
1607289945,"15",21.62,31.21,572
1607289934,"15",21.65,31.14,570
1607289924,"15",21.65,31.18,572
1607289913,"15",21.65,31.27,573
1607289903,"15",21.65,31.38,576
1607289892,"15",21.64,31.35,577
1607289882,"15",21.66,31.35,577
1607289872,"15",21.65,31.37,575
1607289861,"15",21.65,31.3,575
1607289851,"15",21.66,31.35,576
1607289840,"15",21.65,31.41,576
1607289830,"15",21.65,31.35,576
1607289819,"15",21.69,31.28,576
1607289809,"15",21.68,31.23,576
1607289798,"15",21.69,31.17,576
1607289788,"15",21.7,31.19,576
1607289777,"15",21.7,31.35,577
1607289767,"15",21.69,31.35,576
1607289757,"15",21.7,31.37,577
1607289746,"15",21.69,31.31,580
1607289736,"15",21.7,31.31,581
1607289725,"15",21.69,31.22,582
1607289715,"15",21.73,31.37,583
1607289704,"15",21.72,31.43,582
1607289694,"15",21.76,31.39,584
1607289683,"15",21.73,31.34,584
1607289673,"15",21.73,31.45,585
1607289662,"15",21.75,31.4,586
1607289652,"15",21.79,31.45,585
1607289641,"15",21.77,31.58,585
1607289631,"15",21.77,31.65,586
1607289621,"15",21.77,31.73,586
1607289610,"15",21.77,31.74,587
1607289600,"15",21.82,31.7,587
